movie_id,title_x,tags
228066,Victor Frankenstein,eccentr scientist victor von frankenstein creat a grotesqu creatur in an unorthodox scientif experiment. discov the origin of the monster and hi creation. drama sciencefict thriller london england human experiment frankenstein reanim corps frankenstein' monster scienc experi 19th centuri jamesmcavoy danielradcliff jessicabrownfindlay andrewscott charlesd louisebrealey markgatiss freddiefox callumturn danielmay spencerwild guillaumedelaunay valenekan alistairpetri bronsonwebb adrianschil johndavi paulmcguigan
711,Finding Forrester,"gu van sant tell the stori of a young african american man name jamal who confront hi talent while live on the street of the bronx. he accident run into an old writer name forrest who discov hi passion for writing. with help from hi new mentor jamal receiv a scholarship to a privat school. in an ordinari place, he found the one person to make hi life extraordinary. drama upper class brother brother relationship scotland poetri base on novel mentor becom an adult professor literatur intellectu gift plagiar literatur competit privat school manuscript seclus pulitz prize die and death idol friendship unsoci high school scholarship father figur seanconneri robbrown f.murrayabraham annapaquin bustarhym aprilgrac michaelpitt michaelnouri mattdamon richardeaston glennfitzgerald lil'zan gusvans seanconneri gusvans jonathank laurencemark rhondatollefson danywolf"
10468,28 Days,"after get into a car accid while drunk on the day of her sister' wedding, gwen cum is given a choic between prison or a rehab center. she choos rehab, but is extrem resist to take part in ani of the treatment program they have to offer, refus to admit that she ha an alcohol addiction. the life of the party... befor she got a life. comedi drama alcohol urteil car crash wed withdraw woman director sandrabullock viggomortensen dominicwest elizabethperkin alantudyk stevebuscemi renisantoni mariannejean-baptist mikeo'malley azurasky dianeladd margomartindal joannepankow susankreb katiescharf meredithdean loudonwainwrightiii corinnereilli christinachang jimmoodi brittaniwarrick elijahkelley ricreitz andrewdolan maevemcguir frankhoyttaylor danbyrd celiad.costa bettythoma"
10027,Unleashed,"rais as a slave, danni is use to fight for hi survival. in fact, hi ""master,"" bart, think of him as a pet and goe as far as leash him with a collar so they can make money in fight clubs, where danni is the main contender. when bart' crew is in a car accident, danni escap and meet a blind, kindheart piano tuner who take him in and use music to free the fighter' long-buri heart. serv no master action crime martial art hitman serial killer jetli morganfreeman bobhoskin vincentregan dylanbrown tamerhassan phyllidalaw michaeljenn caroleannwilson kerrycondon mikelambert puthirithch jaclyntzewey georginachapman tonytheng owenlay andybeckwith franckxiecheng michaelwebb daniellelouiseharley affifbenbadra migueleduardocueva scottadkin lucbesson jetli louisleterri pierrespengl stevechasman mehdisayah"
11812,The Sweetest Thing,"christina' love life is stuck in neutral. after year of avoid the hazard of a meaning relationship, one night while club-hop with her girlfriends, she meet peter, her perfect match. fed up with play games, she final get the courag to let her guard down and follow her heart, onli to discov that peter ha suddenli left town. accompani by courtney, she set out to captur the one that got away. a romant comedi without the sugar. romanc comedi roommat marriag aftercreditssting duringcreditssting camerondiaz christinaappleg thomasjan selmablair jasonbateman parkerposey frankgrillo eddiemcclintock jamesmangold georgiaengel johnathonschaech cathykonrad rogerkumbl"
37233,The Firm,"mitch mcdeer is a young man with a promis futur in law. about to sit hi bar exam, he is approach by 'the firm' and made an offer he doesn't refuse. seduc by the money and gift shower on him, he is total oblivi to the more sinist side of hi company. then, two associ are murdered. the fbi contact him, ask him for inform and suddenli hi life is ruined. he ha a choic - work with the fbi, or stay with the firm. either way he will lose hi life as he know it. mitch figur the onli way out is to follow hi own plan... power can be murder to resist. drama mysteri thriller fbi law tennesse lawyer law firm bar exam tomcruis jeannetripplehorn genehackman hollyhunt edharri halholbrook jerryhardin davidstrathairn terrykinney wilfordbrimley sullivanwalk garybusey stevenhil margomartindal paulsorvino joeviterelli jerryweintraub tobinbel deannorri barbaragarrick jonathankaplan johnbeal johndavi sydneypollack sydneypollack scottrudin"
37950,Charlie St. Cloud,"accomplish sailor charli st. cloud ha the ador of hi mother clair and hi littl brother sam, as well as a colleg scholarship that will lead him far from hi sleepi pacif northwest hometown. but hi bright futur is cut short when a tragedi strike and take hi dream with it. after hi high-school classmat tess return home unexpectedly, charli grow torn between honor a promis he made four year earlier and move forward with newfound love. and as he find the courag to let go of the past for good, charli discov the soul most worth save is hi own. life is for living. drama brother brother relationship base on novel sail ghost young adult zacefron amandacrew charlietahan augustusprew donallogu kimbasing rayliotta davefranco teganmoss juliamaxwel mattward desireezurowski adrianhough jillte mileschalm jessewheel natashadeni valerietian brennao'brien gracesherman marcit.hous tedwhittal paulchevreau paulduchart darrendolynski marcplatt burrsteer"
27582,The Mechanic,"arthur bishop is a 'mechanic' - an elit assassin with a strict code and uniqu talent for cleanli elimin targets. it' a job that requir profession perfect and total detachment, and bishop is the best in the business. but when he is order to take out hi mentor and close friend harry, bishop is anyth but detached. someon ha to fix the problems. action thriller crime poison chicago prostitut martial art assassin airport cemeteri boat hitman chase machinegun cover-up beauti woman car crash jasonstatham benfost donaldsutherland minianden tonygoldwyn christacampbel katarzynawolejnio jeffchas eddiej.fernandez johnmcconnel laragric ardybrentcarlson jameslogan joshuabridgewat joeldavi marknutt daviddahlgren simonwest williamchartoff davidwinkl renébesson"
64688,21 Jump Street,"in high school, schmidt wa a dork and jenko wa the popular jock. after graduation, both of them join the polic forc and end up as partner ride bicycl in the citi park. sinc they are young and look like high school students, they are assign to an undercov unit to infiltr a drug ring that is suppli high school student synthet drugs. they thought the street were mean. then they went back to high school. action comedi crime male friendship high school parodi crude humor base on tv seri undercov cop buddi cop buddi comedi duringcreditssting channingtatum jonahhil brielarson davefranco elliekemp icecub nickofferman robriggl jakejohnson hollyrobinsonpeet johnnypemberton carolineaaron joechrest dakotajohnson johnnysimmon candibrook valerietian johnnydepp peterdeluis nealh.moritz phillord stephenj.cannel christophermil"
509,Notting Hill,the british comedi from director roger michel tell the love stori between a famou actress and a simpl book seller from london. a look into the attempt for famou peopl to have a person and privat life and the ramif that follow. nomin for three golden globe in 2000. can the most famou film star in the world fall for the man on the street? romanc comedi drama london england bookshop birthday new love film maker paparazzi press confer wheelchair bath tub cohabit friendship fame celebr movi star spectacl juliarobert hughgrant ginamcke timmcinnerni rhysifan emmachamb hughbonnevil richardmccab jamesdreyfu dylanmoran rogerfrost henrygoodman julianrhind-tutt loreleik alecbaldwin johnshrapnel emilymortim dorianlough sanjeevbhaskar paulchahidi mischabarton clarkepet annbeach samuelwest tonyarmatrad simoncallow rupertproct duncankenworthi rogermichel
7443,Chicken Run,"have been hopelessli repress and face eventu certain death at the british chicken farm where they are held, rocki the american rooster and ginger the chicken decid to rebel against the evil mr. and mrs. tweedy, the farm' owners. rocki and ginger lead their fellow chicken in a great escap from the murder farmer and their farm of doom. thi ain't no chick flick. it' poultri in motion. anim comedi famili chicken freedom escap chicken farm pie machin melgibson mirandarichardson timothyspal imeldastaunton janehorrock phildaniel lynnferguson tonyhaygarth juliasawalha benjaminwhitrow johnsharian joallen lisakay laurastrachan nickpark nickpark peterlord peterlord davidsproxton lennyyoung jackychrisp"
5966,Along Came Polly,"reuben feffer is a guy who' spent hi entir life play it safe. polli princ is irresist as a free-spirit who live for the thrill of the moment. when these two comic mismatch soul collide, reuben' world is turn upsid down, as he make an uproari attempt to chang hi life from middle-of-the-road to totally-out-there. for the most cautiou man on earth, life is about to get interesting. comedi romanc beach honeymoon bride chanc risk relat long island romant comedi comedi scuba dive unfaith lo angel art galleri danc class opposit attract caribbean commit danc club neurot bagpip chanc encount insur risk manag benstil jenniferaniston philipseymourhoffman debramess alecbaldwin hankazaria bryanbrown michelele bobdishi missipyl jsugarcia judahfriedland kevinhart masioka kymwhitley amyhohn nathandean cherylhin carolineaaron christinakirk toddstashwick robbskyl edwardconna brucenozick gustavovarga mariendo dannydevito michaelshamberg staceysh johnhamburg"
11066,Boomerang,"marcu is a success advertis execut who woo and bed women almost at will. after a compani merger he find that hi new boss, the ravish jacqueline, is treat him in exactli the same way. complet traumatis by this, hi work goe badli downhill. a player who' about to be played. comedi romanc role of women ladykil success ladies' man chefin casanova woman eddiemurphi robingiven halleberri davidalangri gracejon martinlawr geoffreyhold earthakitt chrisrock tishacampbell-martin lelarochon johncanadaterrel johnwitherspoon briangraz reginaldhudlin"
136795,The Heat,"uptight and straight-laced, fbi special agent sarah ashburn is a method investig with a reput for excellence--and hyper-arrogance. shannon mullins, one of boston p.d.' ""finest,"" is foul-mouth and ha a veri short fuse, and use her gut instinct and street smart to catch the most elus criminals. neither ha ever had a partner, or a friend for that matter. when these two wildli incompat law offic join forc to bring down a ruthless drug lord, they becom the last thing anyon expected: buddies. action' never been so hot! action comedi crime boston fbi buddi comedi sandrabullock melissamccarthi demiánbichir michaelrapaport tarankillam marlonwayan andybuckley billburr stevebanno janecurtin spokenreason danbakkedahl thomasf.wilson tonyhal joeymcintyr michaeltucci natecorddri zachwood jamiedenbo jessicachaffin katiedippold johnfranchi kaitlinolson jennotop paulfeig peterchernin"
8095,Cleopatra,"histor epic. the triumph and tragedi of the egyptian queen, cleopatra.th winner of four oscars, thi epic saga of love, greed and betray star elizabeth taylor as the passion and ambiti egyptian queen who' determin to hold on to the throne and seduc the roman emperor juliu caesar (rex harrison). when caesar is murdered, she redirect her attent to hi general, marc antoni (richard burton), who vow to take power -- but caesar' successor (roddi mcdowall) ha other plans. the motion pictur the world ha been wait for! drama histori romanc ancient rome histor figur cleopatra juliu caesar elizabethtaylor richardburton rexharrison roddymcdowal martinlandau humecronyn andrewkeir kennethhaigh georgecol pamelabrown francescaanni grégoireaslan johndoucett michaelhordern johnhoyt carrollo'connor andrewfauld michaelgwynn petergr marnemaitland richardo'sullivan gwenwatford douglaswilm walterwang josephl.mankiewicz"
87826,Here Comes the Boom,a high school biolog teacher moonlight as a mixed-marti art fighter in an effort to rais money to save the school' music program. no one will fight for hi student like mr. voss. comedi high school teacher prize money physic teacher fight movi budget cut salmahayek kevinjam henrywinkl joerogan reggiele greggermann basrutten charic nicholasr.grava frankcoraci oliviajordan nikkityler-flynn richmanley jasonsandl kevinjam frankcoraci jeffsussman
11560,High Crimes,"high power lawyer clair kubik find her world turn upsid down when her husband, who she thought wa tom kubik, is arrest and is reveal to be ron chapman. chapman is on trial for a murder of latin american villag while he wa in the marines. clair soon learn that to navig the militari justic system, she'll need help from the somewhat unconvent charli grimes. everyth you trust. everyth you know. may be a lie... drama mysteri thriller crime base on novel wit villag court love murder lawyer defens trial justic husband u.s. marin arrest classifi ashleyjudd morganfreeman jimcaviezel amandapeet adamscott brucedavison tombow juancarloshernández michaelgaston judeciccolella emiliorivera michaelshannon dawnhudson johnbillingsley dendrietaylor paulajaipark johnapicella florenceregina julieremala kylet.heffn joemazza jessebeaton maureenmcverri jakegentri alexnes donbajema eddiesantiago arlenescarpeta lucasford cynthiashop stephenjar randymulkey karenkahn paulghiringhelli elainecorralkendal leewhittak arnonmilchan janetyang carlfranklin jessebeaton"
25189,The Mirror Has Two Faces,"rose morgan (barbara streisand), who still live with her mother (lauren bacall), is a professor of romant literatur who desper long for passion in her life. gregori larkin (jeff bridges), a mathemat professor, ha been burn by passion relationship and long for a sexless union base on friendship and respect. a stori about just how wrong two peopl can be befor they can be right. comedi drama romanc sex professor wed woman director columbia univers barbrastreisand jeffbridg laurenbacal georgeseg mimirog piercebrosnan brendavaccaro ellemcpherson barbrastreisand"
2637,The Mothman Prophecies,report john klein is plung into a world of imposs terror and unthink chao when fate draw him to a sleepi west virginia town whose resid are be visit by a great wing shape that sow hideou nightmar and fever visions. what do you see? drama horror mysteri base on novel small town dream motel hallucin bridg alien life-form warn tumor west virginia urban legend premonit telephon call hospit report psychic car wreck death of wife mothman mysteri event chemic plant richardger lauralinney willpatton bobtracey debramess tomstoviak davideigenberg billla alanb ronemanuel yvonneerickson scottnunn harrismackenzi zacharymott annmcdonough shanecallahan nesbittblaisdel dancallahan christinfram rohnthoma susannichola timhartman jennifermartin markpellington murphydunn petehandelman mattmil joshbraun dougkorstanj betsyzajko elizabethcazenav samnicotero tomtulli tomrosenberg garylucchesi markpellington garyw.goldstein
18480,Brüno,flamboyantli gay austrian televis report bruno stir up troubl with unsuspect guest and larg crowd through brutal frank interview and pain hilari public display of homosexuality. borat wa so 2006 comedi gay fame mockumentari hollywood lgbt duringcreditssting sachabaroncohen richardbey ronpaul gustafhammarsten cliffordbañagal joshmey chrismartin eltonjohn slash bono harrisonford sachabaroncohen danmaz jayroach monicalevinson larrycharl
709,Licence to Kill,jame bond and hi american colleagu felix leiter arrest the drug lord sanchez who succe in escap and take reveng on felix and hi wife. bond know but just one thing: revenge. hi bad side is a danger place to be. adventur action thriller corrupt florida secret ident liber of prison drug traffic floatplan transport of prison tank car florida key coast guard airplan british secret servic timothydalton careylowel robertdavi talisasoto anthonyzerb frankmcra davidhedison waynenewton beniciodeltoro anthonystark everettmcgil desmondllewelyn pedroarmendárizjr. robertbrown grandl.bush priscillabarn donstroud carolinebliss cary-hiroyukitagawa albertr.broccoli johnglen tompevsn michaelg.wilson
49730,Red Riding Hood,"valeri is in love with a brood outsider, peter, but her parent have arrang for her to marri anoth man – who is wealthy. unwil to lose each other, valeri and peter plan to run away togeth when they learn that valerie' older sister ha been kill by a werewolf that prowl the dark forest surround their village. hungri for revenge, the peopl call on fame werewolf hunter, father solomon, to help them kill the wolf. but solomon' arriv bring unintend consequ as he warn that the wolf, who take human form by day, could be ani one of them. who' afraid? fantasi thriller horror winter fantasi fairi tale hood werewolf aftercreditssting duringcreditssting woman director red ride hood amandaseyfri garyoldman billyburk shilohfernandez maxiron juliechristi lukashaa virginiamadsen shaunakain michaelhogan adrianholm coleheppel christinewil michaelshank kaceyrohl megancharpenti d.j.greenburg carmenlavign donthompson mattward jenhalley jordanbeck leonardodicaprio catherinehardwick julieyorn jenniferkilloran"
2749,15 Minutes,"when eastern european crimin oleg and emil come to new york citi to pick up their share of a heist score, oleg steal a video camera and start film their activities, both legal and illegal. when they learn how the american media circu can make a remorseless killer look like the victim and make them rich, they target media-savvi nypd homicid detect eddi flem and media-na fdni fire marshal jordi warsaw, the cop investig their murder and torch of their former crimin partner, film everyth to sell to the local tabloid tv show ""top story."" america like to watch action crime thriller new york femal nuditi prison prostitut rape robberi fire detect airport shotgun prison ex-detaine attempt murder paranoia russian eastern europ video knife fistfight polic thief reveng video camera escap breast dead bodi lawyer shot to death tortur fear new york citi urin violenc home invas crimin polic detect death drunk nypd news report gun violenc graveyard death of boyfriend robertdeniro charlizetheron edwardburn kelseygramm averybrook verafarmiga kimcattral davidalangri roseannebarr antonyelchin paulherman melinakanakared karelroden olegtaktarov johndiresta jameshandi dariusmccrari brantleybush brucecutl vladimirmashkov noelleevan mindymarin gabrielcasseu joelisi tyghrunyan ritchiecost bobbyfield kurtandon rikkiklieman sebastianroché katadobó doritsau marcokhan tonikalem lennoxbrown peterarnett janevelez-mitchel barryprimu scottdillin malcolm-jamalwarn dwayneadway williamh.burn jamieburton-oar giovannicapitello phillipv.caruso rosecolasanti benfior zuhairhaddad philippehartmann evertonlawr georgef.mil ellenwhyt irinagasanova christineclaibourn stephendavi williamstanton louisf.garcia mikecamello barryblueian ashtondan gailgreav lynetteruiz elmavann olgamorgunova haikgaribyan jorgeh.guzman georgepoulo sylvialopez bryanfost alancohen sperostambouli josephalfieri julietaespinoza macymerc traceymulqueen dominicmaglion ronwal sophiaalexi michaelarthur markcheek celestegregoir janeanchristinemariani rileyg.matthewsjr. ledamulholland floydresnick ericataylor nickwechsl keithaddi johnherzfeld johnherzfeld davidblock"
9607,Super Mario Bros.,"mario and luigi, plumber from brooklyn, find themselv in an altern univers where evolv dinosaur live in hi-tech squalor. they'r the onli hope to save our univers from invas by the dino dictator, koopa. thi ain't no game. adventur comedi famili fantasi save the world brother brother relationship royalti dinosaur base on video game woman director multipl dimens bobhoskin johnleguizamo dennishopp samanthamathi fishersteven richardedson fionashaw mojonixon lancehenriksen dancastellaneta jakeebert rolandjoffé annabeljankel rockymorton"
1830,Lord of War,"yuri orlov is a globetrot arm dealer and, through some of the deadliest war zones, he struggl to stay one step ahead of a relentless interpol agent, hi busi rival and even some of hi custom who includ mani of the world' most notori dictators. finally, he must also face hi own conscience. where there' a will, there' a weapon crime drama thriller cold war weapon arm dealer nicolascag bridgetmoynahan jaredleto ethanhawk eamonnwalk ianholm sammirotibi yevgenilazarev tanitphoenix shaketukhmanyan jean-pierrenshanian jaredburk ericuy davidshumbri stewartmorgan jasperlenz stephengregori kobusmarx stephandeabreu jeremycrutchley nicolascag andreasgrosch andrewniccol andrewniccol normangolightli christopherrobert teri-linrobertson philipperousselet"
79,Hero,one man defeat three assassin who sought to murder the most power warlord in pre-unifi china. one man' strength will unit an empire. drama adventur action histori countrysid loss of lover right and justic patriot jetli tonyleungchiu-wai maggiecheung donnieyen zhangziyi chendao-m liuzhongyuan zhengtiayong yanqin changxiaoyang jameshong xiabin huacao heizi mawenhua xukuanghua lilei emillin liuji brucelock jinm angelaoh pengqiang jamessi elizabethsung shouxinwang yakunzhang zhangyim zhangyim williamkong zhenyanzhang
54054,One for the Money,"an unemploy lingeri buyer convinc her bail bondsman cousin to give her a shot as a bounti hunter. her first assign is to track down a former cop on the run for murder – the same man who broke her heart year before. with the help of some friend and the best bounti hunter in the business, she slowli learn what it take to be a true bounti hunter. she' look for a few not-so-good men action comedi crime bounti hunter base on novel romanc frame bail jumper woman director katherineheigl jasono'mara danielsunjata johnleguizamo sherrishepherd debbiereynold patrickfischl harryo'tool debramonk natemooney adampaul fishersteven anareed ryanmichellebath leonardonam anniepariss lisaanngoldsmith wendyfinerman tomrosenberg garylucchesi sidneykimmel julieannerobinson"
228967,The Interview,"dave skylark and hi produc aaron rapoport run the celebr tabloid show ""skylark tonight"". when they land an interview with a surpris fan, north korean dictat kim jong-un, they are recruit by the cia to turn their trip to pyongyang into an assassin mission. the film hacker tri to get ban action comedi cia coup d'etat north korea assassin attempt evil dictat jamesfranco sethrogen lizzycaplan randallpark dianabang timothysimon reesealexand jamesyi paulba geoffgustafson dominiquelalond aneshabailey andersholm charlesrahichun donchow jasoncox tommychang eminem benschwartz roblow colinfoo larryho cleoyeh yunasong fredhenderson danshea joemand alicewetterlund staceyturn samcatlin alanblumenfeld curtclendenin daviddiaan josephgordon-levitt jameskyson billmah sethmey emmaston sethrogen sethrogen evangoldberg evangoldberg jamesweav"
46528,The Warrior's Way,"an asian assassin (dong-gun jang) is forc to hide in a small town in the american badlands. also star kate bosworth, danni huston, toni cox and academi award winner geoffrey rush. assassin. hero. legend. adventur fantasi action western thriller assassin small town forest reveng decept super speed surpris end katebosworth jangdong-gun geoffreyrush dannyhuston tilung tonycox analinrudd markushamilton rodlousich mattgilland christinaash jedbrophi ianharcourt barriem.osborn leejoo-ick michaelpeys sngmoole stevennam carolkim stacyruppel eunjungyoo"
27936,Micmacs,"a man and hi friend come up with an intric and origin plan to destroy two big weapon manufacturers. avid movie-watch and video store clerk bazil ha had hi life all but ruin by weapon of war. hi father wa kill by a landmin in morocco and one fate night a stray bullet from a nearbi shootout emb itself in hi skull, leav him on the verg of instantan death. lose hi job and hi home, bazil wander the street until he meet slammer, a pardon convict who introduc him to a band of eccentr junkyard dealer includ calculator, a math expert and statistician, buster, a record-hold in human cannonbal feats, tini pete, an artist craftsman of automatons, and elast girl, a sassi contortionist. when chanc reveal to bazil the two weapon manufactur respons for build the instrument of hi destruction, he construct a complex scheme for reveng that hi newfound famili is all too happi to help set in motion. non stop mad action comedi crime unemploy contortionist human cannonbal danyboon dominiquepinon andrédussolli jean-pierremariel julieferri yolandemoreau michelcrémadè nicolasmarié omarsi marie-juliebaup philippegirard thérèseroussel jean-pierrejeunet jean-pierrejeunet frédéricbrillion gilleslegrand"
65,8 Mile,"the set is detroit in 1995. the citi is divid by 8 mile, a road that split the town in half along racial lines. a young white rapper, jimmi ""b-rabbit"" smith jr. summon strength within himself to cross over these arbitrari boundari to fulfil hi dream of success in hip hop. with hi pal futur and the three one third in place, all he ha to do is not choke. everi moment is anoth chance. drama individu street gang adolesc rap music hip-hop rhyme battl trailer park ethnic stereotyp singl detroit eminem eminem mekhiphif brittanymurphi kimbasing michaelshannon tarynman anthonymacki de'angelowilson evanjon omarbensonmil eugenebyrd mikebel xzibit proof strike nashawn'ox'breedlov miz-korona craigchandl larryhudson curtishanson curtishanson briangraz jimmyiovin"
280391,Why I Did (Not) Eat My Father,"base on the novel 'evolut man' by roy lewis, thi tell the stori about the first man - young edward - to descend from apes. edward is eject by hi tribe, but is veri resourceful. he learn to walk, discov fire, manag to hunt - and we follow him as he evolves. he ha a gener nature, and search for true human - a world where we don't eat our fathers. these feet are made for walkin' adventur comedi anim anim evolut human jameldebbouz ariéelmaleh mélissatheuriau patricethibaud christianhecq dioucoundakoma adrienantoin georgettekala-lobé nathaliehom youssefhajdi johannahilair dorothéepousséo charlottedesgeorg enzoratsito cyrilcasmèz dominiquemagloir d'jal jameldebbouz"
9476,A Knight's Tale,"william thatcher, a peasant, is sent to apprentic with a knight name hector as a young boy. urg by hi father to ""chang hi stars"", he assum sir hector' place in a tournament when hector die in the middl of it. he wins. with the other apprentices, he train and assum the titl of sir ulrich von lichtenstein. he will rock you adventur drama romanc action poetri knight tournament duel tortur writer impostor church game joust aftercreditssting heathledg rufussewel shannynsossamon paulbettani laurafras markaddi alantudyk jamespurefoy bérénicebejo scotthandi christophercazenov steveno'donnel jonathansling nickbrimbl rogerashton-griffith davidschneid brianhelgeland brianhelgeland timvanrellim toddblack"
10610,The Medallion,a hong kong detect suffer a fatal accid involv a mysteri medallion and is transform into an immort warrior with superhuman powers. nan thriller fantasi action comedi detect medallion leather jacket wretch fighter wizardri interpol jackiechan leeevan claireforlani juliansand johnrhys-davi anthonywong christychung lausiu-m nicholasts edisonchen alfredcheungkin-t judepoy goshut-fung alexanderbao matthewsturgess ricardomamood-vega scottadkin reubenlangdon markstrang hirohayama hankwan-hua brucekhan carlng gordonchan alfredcheungkin-t
745,The Sixth Sense,"a psycholog thriller about an eight year old boy name cole sear who believ he can see into the world of the dead. a child psychologist name malcolm crow come to cole to help him deal with hi problem, learn that he realli can see ghost of dead people. not everi gift is a blessing. mysteri thriller drama child abus sens of guilt loss of child confid psycholog die and death marriag crisi afterlif singl paranorm phenomena cowardli child spirit brucewilli tonicollett oliviawilliam haleyjoelos donniewahlberg glennfitzgerald mischabarton trevormorgan brucenorri angelicapag gregwood m.nightshyamalan peteranthonytambaki jeffreyzuberni lisasummerour samiashoaib janisdardari sarahripard kadeestrickland katekearney-patch nicowoulard keithwoulard patrickmcdad josel.rodriguez firdousbamji haydensauni neillhartley heidifisch michaelj.lyon samanthafitzpatrick hollycrossvagley marilynshanok carolnielson jodidawson tonymichaeldonnelli ronnielea carlosxavierlopez ginoinverso ellensheppard tommclaughlin candyaston-denni ginaallegro bobbowersox lukeburnyeat mattcasal kymcohen markfalvo colleenjunemcquaid jonathann seanoliv alisonrobertson kathleenkennedi frankmarshal barrymendel m.nightshyamalan"
49527,Man on a Ledge,"an ex-cop turn con threaten to jump to hi death from a manhattan hotel rooftop. the nypd dispatch a femal polic psychologist to talk him down. however, unbeknownst to the polic on the scene, the suicid attempt is a cover for the biggest diamond heist ever pulled. you can onli push an innoc man so far action thriller crime decept new york citi rooftop diamond heist frame for a crime escap prison negoti samworthington elizabethbank jamiebel edharri edwardburn kyrasedgwick anthonymacki williamsadl génesisrodríguez aftonwilliamson j.smith-cameron jonathanwalk danielsauli mandygonzalez barbaramarineau patrickcollin robertclohessi joelisi candicemckoy johnnysolo tituswelliv jamesyaegashi frankpando jasonkolotouro michaellaur doncastro poojakumar johndossett sylviakaud felixsoli jabarigray jamesandrewo'connor annarvia lizholtan jasonfurlani terryserpico erinquil arthurj.nascarella jimmypalumbo j.bernardcalloway gerryvichi geoffreycantor brettg.smith johncom frankanello jamesthomasbligh justinchauncey marmeecosico jeffgrossman calkouri derrickt.lewi jeremymclain mariomoisefontain rickpantera brianjamespep billwalt lorenzodibonaventura markvahradian asgerleth"
73937,The Big Year,"three fanat bird-watch spend an entir year compet to spot the highest number of speci as el nino send an extraordinari varieti of rare breed fli up into the u.s., but they quickli discov that there are more import thing than come out on top of the competit everyon is search for something. comedi helicopt base on novel honeymoon airplan bird birdwatch duringcreditssting owenwilson stevemartin jackblack rashidajon jimparson anjelicahuston timblakenelson kevinpollak rosamundpik joelmchal diannewiest anthonyanderson briandennehi junesquibb zahfparoo staceyscowley michaelkarlrichard paulcampbel curtishanson davidfrankel karenrosenfelt stuartcornfeld"
1885,The Karate Kid,"hassl by the school bullies, daniel larusso ha hi share of adolesc woes. luckily, hi apart build hous a resid martial art master: kesuk miyagi, who agre to train daniel ... and end up teach him much more than self-defense. arm with newfound confidence, skill and wisdom, daniel ultim face off against hi tormentor in thi huge popular classic underdog tale. onli the 'old one' could teach him the secret of the masters. drama flat taskmast karat egg kid and famili motorcycl ralphmacchio patmorita williamzabka martinkov chadmcqueen randeehel elisabethshu ronthoma robgarrison scottstrad jerryweintraub johng.avildsen"
168672,American Hustle,"a con man, irv rosenfeld, along with hi seduct partner sydney prosser, is forc to work for a wild fbi agent, richi dimaso, who push them into a world of jersey powerbrok and mafia. everyon hustl to surviv drama crime con artist scam mobster fbi agent christianbal bradleycoop amyadam jeremyrenn jenniferlawr louisc.k. jackhuston michaelpeña sheawhigham alessandronivola elisabethröhm paulherman saïdtaghmaoui matthewrussel thomasmatthew adrianmartinez anthonyzerb colleencamp stevegagliastro christophertarjan zachariahsupka christyscottcashman simonhamlin martiebarylick dawnolivieri ericamcdermott dickyeklundjr. robertdeniro johnfranchi dannycorbo sonnycorbo charlesroven jonathangordon davido.russel richardsuckl meganellison"
18240,The Proposal,"when she learn she' in danger of lose her visa statu and be deported, overbear book editor margaret tate forc her put-upon assistant, andrew paxton, to marri her. here come the bribe... comedi romanc drama fictiti marriag deport immigr law romant comedi alaska nake scene co-work humili book editor fake boyfriend duringcreditssting woman director pretend relationship sandrabullock ryanreynold marysteenburgen craigt.nelson bettywhit deniso'har malinåkerman oscarnunez aasifmandvi michaelnouri michaelmosley daleplac katelacey kortneyadam chriswhitney jerrellleewesley greggedelman marylindarapely annefletch aliciahunt alexisgarcia phylliskay geneflem b.johnson jodiebrunel chemiche-mponda johnfranchi cindialex ellenbecker-gray raymondmichaelbel brianbradburi johnj.burk desireeaprilconnolli melaniemcdonoughcoté dianecurran ericferraz ericferraz keithfluk shawnfogarti dangriffin sophyagudelman josephguglielmo londonhal patrickmelhay frankieimbergamo haythamkandil danmarshal robertmasiello benl.mitchel ronmurphi niecynash thomasolson nikkipreston coryrasmussen donnagleereim annierohl darrenross ericryan coryscott richskinn ylianalfarosnyd vyvianb.steven jessicaj.stow stream davidstruffolino uzimann larryvigu g.a.west andrewc.wiley darrylwooten adamzalt annefletch davidhoberman toddlieberman"
10398,Double Jeopardy,"a woman frame for her husband' murder suspect he is still alive; as she ha alreadi been tri for the crime, she can't be re-prosecut if she find and kill him. murder isn't alway a crime. crime drama mysteri thriller prison sailboat sail trip new orlean women' prison probat murder hunt tommyleejon ashleyjudd brucegreenwood annabethgish benjaminweir jaybrazeau johnmaclaren tracyvilar bruceberesford leonardgoldberg"
